"181","Virgil Green","TE","FA","0","7.2","2.6","0","0","0","-","6.1","1.3","0.8","0.9","0","2.2","0","0","0.8","1.4","1.5","23.3"
"182","Patrick DiMarco","RB","FA","0","1.9","0.4","0","0","1.8","0","0.8","0","-","14.1","0","1.8","1.5","0","0","0.7","1.4","23"
"183","Marcedes Lewis","TE","CHI","0","0","0","4","0","0.8","1.3","-","2.7","0.9","0","2.4","0.7","1.4","2.6","1.3","4.5","1.4","22.6"
"184","Taiwan Jones","RB","FA","1.8","1.5","1.6","-","-","-","5.2","12.4","-1.4","0","0.2","-","-","0.2","0","0.5","0","1.8","22"
"185","Bruce Miller","TE","FA","0","0.7","0","0","2.3","8.9","0","0","0.4","-","0","0","0.8","0.3","7.3","0","0.2","1.3","20.9"
"186","Bennie Fowler III","WR","FA","0","0","5","1.1","4.6","0","-","2.1","2.2","1.7","0","0.8","0","1.2","0","1.3","0.3","1.3","20.3"
"187","Derek Carrier","TE","FA","0.8","0","0","1.8","8.7","3.9","1.5","-","0","1.4","0.7","0.6","-","0.7","-","-","-","1.7","20.1"
"188","Geno Smith","QB","SEA","-","-","-","-","-","-","-","20","BYE","-","-","-","-","-","-","-","-","20","20"
"189","Justin Hardy","WR","FA","-","-","-","-","-","-","-","2.1","1.7","-","0.7","2.1","3.4","0.9","3.6","1.5","3.4","2.2","19.4"
"190","Tyler Kroft","TE","FA","0","0","0","0","0","0","-","0","0","0","0","0.4","1.7","3.1","9.1","4.6","0","1.2","18.9"
"191","Blake Bell","TE","FA","0","1.1","0","0","0.6","0","-","-","0","-","0","6.7","0.5","4.9","4.3","0","0.5","1.3","18.6"
"192","Nick Boyle","TE","FA","0","0","1.9","1.2","2.7","0","4","1.5","-","3.5","-","1","1.5","-","-","-","-","1.6","17.3"
"193","Cody Parkey","K","FA","6","5","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.7","17"
"194","Devin Smith","WR","FA","-","-","3.9","1.4","-","0","0.7","-","0","0.2","0","9.3","0","0","-","-","-","1.6","15.5"
"195","Tyrell Williams","WR","FA","0","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","15","2.1","15"
"196","Rex Burkhead","RB","FA","2.4","0.8","0","2.7","-2.2","0","-","0","0.7","0","0.7","0.8","0.6","6.5","0","0.8","0","0.9","13.8"
"197","Jesse James","TE","FA","-","-","-","-","-","-","-","-","7.3","0.2","-","2.8","3","0","0","0.3","0","1.7","13.6"
"198","Andre Roberts","WR","FA","3.6","0","1.8","-","0","0.6","4.9","-","2.6","-","0","0","-","-","-","-","-","1.5","13.5"
"199","Demetrius Harris","TE","FA","0","0","0","0","0","1.5","0","0","-","0","2.6","0","0","1.8","0","0","7.5","0.8","13.4"
"200","Jack Doyle","TE","FA","0","0","3.2","0","0","0.7","0","0","7.8","-","0","0.5","0","0","0","0.7","0.3","0.8","13.2"
"201","Lee Smith","TE","FA","0","0.6","0.8","1.4","0","-","0.1","0.6","1","0.1","-","0.2","6.5","0","0","1.7","0","0.9","13"
"202","Kenjon Barner","RB","FA","-","-","0","0","-","-","-","-","0","-","3.7","3.1","2.6","0","0","-0.7","3.9","1.3","12.6"
"203","Luke Stocker","TE","FA","0","0","0","-","-","-","2.2","0","0","0","0","0","0.4","0","8.5","0.7","0.3","0.9","12.1"
"204","Michael Burton","RB","DEN","0","0.2","0","0.3","0.6","0","0","0","-","0","0","0","0","1.2","7","0","0.8","0.6","10.1"
"205","Mike Davis","RB","FA","-","1.8","1.1","-","-","0","0","1.8","-","-","-","-","-","-","-","-","4.9","1.6","9.6"
"206","MyCole Pruitt","TE","PIT","0","0","0","0","-","0","1.3","1.5","0.6","0.7","0.8","0","0.4","3.6","0","0","0","0.6","8.9"
"207","Colt McCoy","QB","FA","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","8.8","4.4","8.8"
"208","James O'Shaughnessy","TE","FA","0","5.4","0","0.8","0","2.3","0.2","-","-","-","-","-","-","-","-","-","-","1.2","8.7"
"209","Daniel Brown","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","1.7","4.7","0","0","0","1.1","6.4"
"210","Levine Toilolo","TE","FA","0.4","0","2.6","0","0","1.8","0","0.7","0.1","-","0","0","0","0","0","0","0.8","0.4","6.4"
"211","Trey Burton","TE","FA","0","0","0","0","0","0","0","-","0","0","0","4.9","0","0","0","0","0.5","0.3","5.4"
"212","Paul Richardson Jr.","WR","FA","-","-","-","-","-","-","-","-","-","4","-","-","-","-","-","-","-","4","4"
"213","Nick O'Leary","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","3.7","0","0","0.9","3.7"
"214","Anthony Sherman","RB","FA","0","0","0","0","0","1.3","0","0","-","0","0","0","0","0","0","0","2.1","0.2","3.4"
"215","Marquise Goodwin","WR","FA","-","-","-","-","2.4","0","-","-","-","-","-","-","-","-","-","-","-","1.2","2.4"
"216","Matt LaCosse","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.2","0","1.1","2.2"
"217","DeAndrew White","WR","FA","-","1.8","0","-","-","0","-","-","0","-","-","-","-","-","-","-","-","0.5","1.8"
"217","Darren Waller","TE","FA","0","0","0","1.7","0.1","-","0","-","-","-","-","-","-","-","-","-","-","0.3","1.8"
"219","Roosevelt Nix","RB","FA","0","0","0","0","0","0","0","0","0","1","-","0.6","0","0","0","0","-","0.1","1.6"
"220","Malcolm Johnson","RB","FA","1.4","0","0","0","0","0","0","0","0","0","-","0.1","0","-","-","-","-","0.1","1.5"
"220","Malcolm Brown","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","1.5","1.5"
"222","Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","1.2","-","-","-","-","-","1.2","1.2"
"223","Rod Smith","RB","FA","-","-","-","-","0.5","-","-","0","0","0","0","0.6","0","0","0","0","0","0.1","1.1"
"224","Cordarrelle Patterson","RB","PIT","0.1","0","0.9","0.9","-","0","0","0","0","0.6","0","0","0","0","0","0","-2","0","0.5"
"225","C.J. Uzomah","TE","PHI","-","-","-","-","-","-","-","BYE","-","-","-","-","0.4","0","0","0","0","0.1","0.4"
"226","Matt Moore","QB","FA","-","-","-","-","-","-","0.4","-","-","-","-","-","-","-","-","-","-","0.4","0.4"
"227","Clark Harris","TE","FA","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Beau Brinkley","TE","FA","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Jonathan Brown","K","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0"
"227","Geoff Swaim","TE","CLE","-","0","-","-","0","-","-","-","-","-","BYE","-","-","-","-","0","0","0","0"
"227","Keith Smith","RB","FA","0","0","0","0","-","-","-","-","-","0","-","-","-","-","-","-","-","0","0"
"227","Kyle Nelson","TE","FA","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0"
"227","Matthew Slater","WR","FA","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Chase Daniel","QB","FA","-","-","-","-","-","-","-","0.2","-","-","-","-","-","-","-0.2","-","-","0","-0"
"235","Joe Webb III","QB","FA","0","0","0","0","-","0","0","0","-0.1","0","0","0","0","0","0","0","0","0","-0.1"
"235","Trevor Siemian","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-0.1","-","-","-0.1","-0.1"
"237","Jimmy Garoppolo","QB","LAR","-","-","-0.2","-","-0.2","-","-","0","-0.1","-","-","-","-","-","-","-","0.2","-0.1","-0.3"
"238","Drew Stanton","QB","FA","-","-","-0.3","-","0.1","-","-","-","-","-","-","0","-0.1","-","-0.2","0","-0.6","-0.2","-1.1"
"239","Raheem Mostert","RB","MIA","-","0","-","-","BYE","-","0","0","-","0","0","0","0","0","0","0","-2","-0.2","-2"
""
""
