"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"95","New England Patriots","DST","NE","8","3","3","10","7","0","12","20","4","1","BYE","8","10","5","7","10","23","8.2","131"
"96","Peyton Barber","RB","FA","6.9","2.9","3.3","3","-","16.6","3","14.5","4","6.6","17","12.3","8.5","4.4","14.9","5.6","6.8","8.1","130.3"
"97","Austin Ekeler","RB","WAS","18.6","9.8","5.1","11.6","11.9","6","6.8","-","3.4","1.9","6.9","16.3","4.3","15.4","-","-","11.8","9.3","129.8"
"98","Matt Prater","K","ARI","5","10","14","6","7","-","16","2","9","6","10","4","10","6","1","11","12.3","8.1","129.3"
"99","Greg Zuerlein","K","NYJ","17","-","-","-","-","-","13","8","11","12","12","-","14","8","12","7","14","11.6","128"
"100","Emmanuel Sanders","WR","FA","19.5","9.6","13.3","6.3","7.2","17.5","21.3","5.1","4.7","-","6.2","14.6","1.9","-","-","-","-","10.6","127.2"
"101","Chris Godwin","WR","TB","10.1","11.6","11.4","2.2","BYE","11.6","5.9","5.2","4","10.3","5","4.2","16.1","1.3","0","3.9","23.4","7.9","126.2"
"102","Adam Vinatieri","K","FA","13","3","10","10","8","10","5","10","-","3","8","10","0","8","13","4","11","7.9","126"
"102","Denver Broncos","DST","DEN","12","3","4","1","4","7","32","3","5","BYE","7","10","14","6","7","1","10","7.9","126"
"102","Baltimore Ravens","DST","BAL","17","-1","6","6","11","21","3","-4","1","BYE","1","12","15","5","7","20","6","7.9","126"
"105","Jared Cook","TE","FA","18","4.9","3.1","23","2","1","-","13.4","2","5.2","9.1","9.2","16","11.6","2.3","2","2.8","7.9","125.6"
"106","Minnesota Vikings","DST","MIN","18","4","3","-3","13","12","12","2","22","BYE","8","7","2","5","13","7","0","7.8","125"
"106","Kansas City Chiefs","DST","KC","4","-3","4","6","22","0","14","9","5","10","11","BYE","8","4","8","-1","24","7.8","125"
"108","Nick Mullens","QB","MIN","-","-","-","-","-","-","-","-","22.2","10.1","-","8.7","22.7","18.3","14.8","7.6","19.1","15.4","123.5"
"109","Seattle Seahawks","DST","SEA","7","7","15","4","4","17","BYE","10","3","-2","5","2","16","15","5","4","11","7.7","123"
"110","Jake Elliott","K","PHI","4","3","8","11","7","10","6","6","BYE","10","1","11","10","5","15","9","6","7.6","122"
"110","Cody Parkey","K","FA","11","6","12","15","-","4","8","6","12","2","11","6","9","7","6","2","5","7.6","122"
"112","Mark Ingram II","RB","FA","-","-","-","-","19.3","-","4.2","9.2","1.6","22.2","22.3","6.6","2.8","11.3","7.4","10.3","4.3","10.1","121.5"
"113","Dustin Hopkins","K","CLE","6","11","7","-","9","14","8","10","2","12","3","5","9","0","11","14","0","7.6","121"
"114","Alshon Jeffery","WR","FA","-","-","-","16.5","3.9","19.4","14.8","3.5","-","4.8","3.3","3.9","3.1","11","16","8.2","11.9","9.3","120.3"
"115","Washington Commanders","DST","WAS","13","5","7","BYE","0","8","15","15","0","17","10","3","1","3","14","4","5","7.5","120"
"116","Corey Davis","WR","FA","6.2","5.5","3.4","22.1","4.9","2.4","1","-","6","18.5","2.9","19.5","11.4","2.1","3.3","4.6","4.8","7.4","118.6"
"117","T.J. Yeldon","RB","FA","12.9","7.1","9","20","18.2","7","12.8","9","-","6.3","3.2","3.3","6.5","1.7","1.1","-","-","8.4","118.1"
"118","Indianapolis Colts","DST","IND","5","9","10","8","0","2","19","1","BYE","3","13","3","12","5","16","2","10","7.4","118"
"119","Ryan Succop","K","FA","11","9","9","9","16","0","7","-","4","10","5","5","8","6","5","8","5","7.3","117"
"120","Sterling Shepard","WR","TB","4.8","2.4","14","15.7","7.5","3.7","16.7","3.4","-","9.6","2.2","3.7","2.8","7.7","3.7","11","7.6","7.3","116.5"
"121","Mohamed Sanu Sr.","WR","FA","1.8","1.5","11.6","11.1","13.3","10.6","2.1","-","4.5","2.7","5.9","7.7","3.7","5.4","4.1","17","13.4","7.3","116.4"
"122","Pittsburgh Steelers","DST","PIT","10","1","17","4","16","3","BYE","7","3","15","9","2","1","6","7","4","8","7.1","113"
"122","Tennessee Titans","DST","TEN","5","7","12","6","7","2","3","BYE","10","7","-4","3","5","10","17","13","10","7.1","113"
"124","Josh Rosen","QB","FA","-","-","0.6","12.5","10.5","7.6","3.2","19.3","-","8.2","13.4","6.1","9.2","7.9","0.1","8.4","6","8.1","112.9"
"125","Adam Humphries","WR","FA","2.7","0.8","3.4","3.6","-","8.2","3.7","7.6","20.9","5.3","12","11.4","12.1","4.2","2.3","7.9","6.6","7","112.7"
"126","Dalvin Cook","RB","FA","7.5","9","-","2","-","-","-","-","10.9","-","-1","13.6","10.6","14.3","28.3","10.8","6","10.2","112"
"127","DeSean Jackson","WR","FA","26.6","18.9","3.7","11.2","-","8.4","9.3","13.2","3.2","6.7","3.8","2.5","-","-","-","2.8","-","9.2","110.3"
"128","New Orleans Saints","DST","NO","-4","6","0","8","8","BYE","1","15","-2","9","13","15","15","8","12","6","0","6.9","110"
"129","Latavius Murray","RB","FA","4.2","1.9","3.1","3.8","5.6","21.8","20.3","15.5","10.7","-","0.5","3.3","1.4","0.4","12.8","2.8","1.8","6.9","109.9"
"130","Zay Jones","WR","ARI","2.6","6.3","1.7","3.8","2","9.5","2.7","5.5","1.8","15.3","-","0","20.7","2.2","1.1","12.7","21.3","6.8","109.2"
"131","Los Angeles Chargers","DST","LAC","-3","10","4","5","11","10","5","BYE","13","13","0","8","2","3","1","6","21","6.8","109"
"131","Jacksonville Jaguars","DST","JAC","13","5","7","9","5","-1","2","8","BYE","1","9","0","17","4","4","17","9","6.8","109"
"133","Golden Tate","WR","FA","13.9","11.8","6.9","25.2","4.2","-","6.6","5.3","-","1.9","4","3","16.5","0.7","4.3","1.3","3.3","7.3","108.9"
"134","Dede Westbrook","WR","FA","5.1","13.6","3.1","12.1","5.5","9.8","1.7","10","-","4.3","1.9","14.7","2.4","14.8","4.1","5.4","-1","6.7","107.5"
"135","Kerryon Johnson","RB","FA","3.7","6.6","11","11.6","8.5","-","17.9","9.1","4.4","18.9","15.7","-","-","-","-","-","-","10.7","107.4"
"136","Buffalo Bills","DST","BUF","0","1","17","6","12","14","-2","3","2","11","BYE","7","5","4","4","7","16","6.7","107"
"137","Robbie Chosen","WR","FA","9.2","0.7","0.2","1.8","24.3","3.9","4.4","-","3.3","-","-","2.2","4.8","13.6","15.6","20","2.4","7.6","106.4"
"138","Brandon McManus","K","GB","13","8","2","13","4","8","10","5","6","-","5","7","6","2","12","2","3","6.6","106"
"138","Stephen Hauschka","K","FA","3","10","11","0","9","9","3","9","4","13","-","6","3","11","2","7","6","6.6","106"
"138","Randy Bullock","K","FA","11","11","3","7","11","3","4","8","-","2","3","2","4","11","12","6","8","6.6","106"
"138","Miami Dolphins","DST","MIA","7","13","8","0","6","7","0","-4","25","4","BYE","7","9","1","6","12","5","6.6","106"
"142","A.J. Green","WR","FA","13.2","24.9","5.8","13.8","11.2","8.5","11.7","13.6","-","-","-","-","0.7","-","-","-","-","11.5","103.4"
"143","Mike Davis","RB","FA","-","0.2","0.7","24.4","13.5","2.6","-","3.5","10.7","14","5","1.4","1","2.7","8.4","3.1","11.6","6.9","102.8"
"144","DJ Moore","WR","CHI","0.3","11.8","0.3","-","6.7","3.7","2.9","12.9","4.8","2.5","21.7","9.8","6.5","6.7","1.4","1.9","8.1","6.4","102"
"145","John Brown","WR","FA","10.5","15.2","8.6","17.9","5.8","2.8","19.4","2.8","1.5","-","2.3","2.5","0","8.3","0.9","2.7","0.7","6.4","101.9"
"146","Dion Lewis","RB","FA","17","4.3","4","6.6","2.8","1.4","15.5","-","18.2","6.8","3.2","4.1","3.4","5.2","4.4","2.5","2.3","6.4","101.7"
"147","Nelson Agholor","WR","BAL","5.5","15","2.4","2.2","4.5","9.1","2","6.3","-","8.3","0","1.2","5.6","4.9","0.8","17.6","16","6.3","101.4"
"148","Arizona Cardinals","DST","ARI","5","3","8","3","21","14","3","5","BYE","5","4","2","2","7","1","3","15","6.3","101"
"149","Detroit Lions","DST","DET","8","5","8","3","10","BYE","4","1","6","0","6","7","5","18","2","2","15","6.3","100"
"149","Cleveland Browns","DST","CLE","16","7","9","3","11","-1","14","4","0","7","BYE","7","4","4","7","4","4","6.3","100"
"151","Dan Bailey","K","FA","-","-","0","12","13","10","14","2","6","-","6","6","4","1","11","9","5","7.1","99"
"152","Leonard Fournette","RB","FA","5.5","-","-","3.5","-","-","-","-","-","22.9","20.1","22.8","-","4.1","6.4","13.1","-","12.3","98.4"
"153","Allen Robinson II","WR","DET","6.1","8.3","5","8.3","-","12.4","0.4","-","-","25.3","3.9","3.7","7.9","4.2","5.4","7.4","-","7.6","98.3"
"154","Dallas Cowboys","DST","DAL","6","12","2","3","6","11","2","BYE","7","5","6","9","8","4","2","14","1","6.1","98"
"154","Jason Sanders","K","MIA","9","2","4","1","6","14","3","13","8","14","BYE","6","3","4","5","1","5","6.1","98"
"156","Nyheim Hines","RB","CLE","5.2","6.5","4.3","19.3","9","3.5","4.2","8.5","-","2.2","3.4","5","5.5","1.7","6.4","10.3","2.9","6.1","97.9"
"157","Curtis Samuel","WR","BUF","-","-","-","-","9.7","0","8.5","2.8","17.8","-0.1","11.5","10.2","9.6","8","2.5","4.1","13.2","7.5","97.8"
"158","Josh Gordon","WR","FA","7.7","-","-","3.2","11","4.2","10","4.2","19","8.1","-","7","11.8","9.6","1.9","-","-","8.1","97.7"
"159","Kenny Stills","WR","FA","22.6","1.7","12.1","4","1.7","5.5","6.5","-","1.9","2.6","-","0.6","9.7","19.5","1.7","0.5","6.8","6.5","97.4"
"160","Philadelphia Eagles","DST","PHI","10","6","3","5","4","10","2","7","BYE","4","-4","4","9","8","8","5","16","6.1","97"
"161","Tyrell Williams","WR","FA","6.8","4.8","3.6","4.8","6.6","23.9","17.8","-","8.3","4.6","2.2","0","1.4","1.4","7.1","1.2","2.3","6.1","96.8"
"162","Cooper Kupp","WR","LAR","12.8","6.3","12.8","28.2","15","1.2","-","-","14.9","3.9","-","BYE","-","-","-","-","-","11.9","95.1"
"163","Courtland Sutton","WR","DEN","4.5","0.9","3.7","5.1","7.8","5.8","8.8","7.8","5.7","BYE","7.8","1.4","14.5","1.3","4.2","12.5","2.5","5.9","94.3"
"164","New York Jets","DST","NYJ","20","9","4","7","7","13","-3","2","8","-3","BYE","0","13","10","5","2","0","5.9","94"
"165","Alex Collins","RB","FA","5.9","9","13.4","8.5","6.6","17.4","4.8","10.3","9.9","-","7.8","-","-","-","-","-","-","9.4","93.6"
"166","LeSean McCoy","RB","FA","2.1","6.8","-","3.7","10.8","9.4","0.1","9.5","2.9","23.8","-","5.3","6.4","0.1","-","1.9","10.4","6.7","93.2"
"167","Trey Burton","TE","FA","1.5","8.2","5.5","14.6","-","8.3","18.6","1.8","8.8","6","0.9","0.8","0","2.2","9.6","3","3.3","5.8","93.1"
"168","Chris Boswell","K","PIT","3","3","6","6","5","8","BYE","8","5","12","2","10.1","7","3","6","9","-","6.2","93.1"
"169","Austin Hooper","TE","NE","2.4","11.9","4.3","1.9","7.7","13.1","4.8","-","4.1","11.6","2.7","3.1","10.4","3.7","0","3.6","6.7","5.8","92"
"169","Green Bay Packers","DST","GB","6","10","1","23","2","7","BYE","4","1","14","5","2","3","13","3","-2","0","5.8","92"
"171","Daniel Carlson","K","LV","7","3","-","-","-","-","-","4","3","7","12","6","12","7","13","11","5","7.5","90"
"171","Carolina Panthers","DST","CAR","12","1","10","BYE","12","3","7","8","6","-3","2","1","6","5","10","5","5","5.6","90"
"173","Wendell Smallwood","RB","FA","0","1","15.1","5.4","15.1","5.1","3.7","12.6","-","3.4","-0.4","0","0","0.3","17.7","2.7","7.7","5.6","89.4"
"174","Antonio Callaway","WR","FA","0","14.8","2","5.4","2.2","2.9","1.4","9.6","5.1","3.9","-","12.2","6.4","0","9.5","0","13.9","5.6","89.3"
"175","Jalen Richard","RB","FA","7.9","0.3","5.9","3.6","5.7","5.1","-","6.4","4.9","5.9","9.3","1.6","10.6","2.9","5.6","11.1","1.8","5.5","88.6"
"176","Carlos Hyde","RB","FA","12.5","11","22.3","14.2","7.7","3.4","-","1.1","-","0.5","4.4","3.3","1.7","-0.3","-","4.7","1.9","6.3","88.4"
"177","David Njoku","TE","CLE","1.3","2","3.6","5.2","6.9","11.5","11.2","0","5.3","1.8","BYE","12.3","0.8","3.5","3","13.3","6.2","5.5","87.9"
"178","Gus Edwards","RB","LAC","-","-","-","-","-","4.2","0","1.9","1","-","19.5","11.8","8.2","6.7","16.4","10.5","7.6","8","87.8"
"179","Kyle Rudolph","TE","FA","7.1","7.2","10.8","5.7","4.1","3.7","1.6","3.9","2.8","-","1.3","6.3","3.8","0.7","2.3","24.2","1.9","5.5","87.4"
"180","Jamaal Williams","RB","NO","4.6","7.1","4.5","2.7","7.2","3.9","-","6.9","5.4","0.3","0.5","0.5","2.7","1.7","15.7","21.6","2","5.5","87.3"
"180","Royce Freeman","RB","FA","7.1","8.8","11.8","12.7","4.7","2.2","9.7","-","-","-","9","1.7","2.8","3.6","0.8","2.1","10.3","6.2","87.3"
"182","Anthony Miller","WR","BAL","1.4","7.1","3.5","-","-","8.9","3.5","10.4","5.8","18.2","8.4","4.4","6.1","0","0","8.8","0.7","5.8","87.2"
"183","Josh Lambo","K","FA","8","7","7","13","2","1","1","16","-","10","12","3","6","1","-","-","-","6.7","87"
"184","O.J. Howard","TE","FA","5.4","15.6","7.2","0","-","12.2","6.7","12.8","17.3","1.5","7.8","-","-","-","-","-","-","8.7","86.5"
"185","Cole Beasley","WR","FA","7.3","1.3","4.6","5.3","0.8","22.1","5.6","-","1.6","3.7","5.1","0.5","0.9","1.8","4.2","5","15.4","5.3","85.2"
"186","Jeff Driskel","QB","WAS","-","-","-","BYE","-","-","2.1","-","-","11.3","0","17.1","9.7","12","10.4","17.4","5.1","9.5","85.1"
"187","Duke Johnson Jr.","RB","FA","2.5","1","3.3","9.6","4.2","10.9","1.9","1.6","20.6","10.6","-","3.9","1.2","-0.6","5.3","6.6","2.4","5.3","85"
"187","Cincinnati Bengals","DST","CIN","12","10","0","-1","22","-1","0","19","BYE","-4","5","-4","4","2","10","1","10","5.3","85"
"189","Taylor Gabriel","WR","FA","2.5","4.7","3.4","23.4","-","11.9","2.6","5.2","4.5","0","6.9","4.9","-0.3","2.2","3.3","3.6","6.1","5.3","84.9"
"190","Rob Gronkowski","TE","FA","16.3","1.5","5.1","4.4","7.5","9.7","-","4.3","-","-","-","11.6","2.6","16.7","2.1","0","2.4","6.5","84.2"
"191","New York Giants","DST","NYG","4","1","7","0","5","0","5","3","BYE","4","11","3","17","18","2","2","2","5.3","84"
"192","Vance McDonald","TE","FA","-","2.6","17.2","4.2","0.6","6.8","-","4.7","2.5","10.4","8.7","2.7","2.8","3.7","7.3","4.9","3.9","5.5","83"
"192","Greg Joseph","K","NYJ","-","-","8","8","6","6","3","7","5","4","BYE","5","1","10","6","8","6","5.9","83"
"194","Donte Moncrief","WR","FA","1.4","9.4","-0.4","16.9","7.6","0","7.6","5.4","-","15.8","1.1","2.9","4","4.7","0","4.3","2.1","5.2","82.8"
"195","Graham Gano","K","NYG","4","8","8","-","19","3","1","15","6","3","1","9","5","-","-","-","-","6.8","82"
"196","Evan Engram","TE","JAC","1.8","12.7","1.9","-","-","-","2.6","8.5","BYE","4.6","6.6","-","-","7.7","7.5","11.3","16.1","7.4","81.3"
"197","Marvin Jones Jr.","WR","FA","5.4","11.4","12.9","5.6","6.8","-","2.9","23.7","6.6","5.5","-","-","-","-","-","-","-","9","80.8"
"198","Christian Kirk","WR","JAC","0.4","2.7","9","3.5","15","7.7","5.7","10.2","BYE","0.8","13.7","4.1","7.7","-","-","-","-","6.7","80.5"
"199","Atlanta Falcons","DST","ATL","7","4","-3","2","-2","5","5","BYE","6","1","2","3","11","3","20","14","2","5","80"
"200","Rashard Higgins","WR","FA","3.8","4.7","3.2","6.1","12.6","-","-","-","1.9","8.8","-","2.4","12.2","-0.1","3","12","8.6","6.1","79.2"
"201","Michael Badgley","K","DET","-","-","-","-","-","9","8","-","-","9","12","9","5","17","3","4","3","7.9","79"
"202","Devin Funchess","WR","FA","4.1","7.7","12.7","-","5.3","13.4","12.2","2.7","4.4","3.2","3.9","-","7","0","0","2.3","-","5.6","78.9"
"203","Michael Crabtree","WR","FA","9.8","5.6","6.1","2.9","6.6","15.3","6.6","3.1","3.2","-","0.7","8.1","3.6","3.1","0","2","2","4.9","78.7"
"204","Dante Pettis","WR","NO","12.1","3.5","0","0","-","BYE","-","0","0","1.2","-","13.7","24.7","10.9","8.3","2.1","-","6.4","76.5"
"205","Damien Williams","RB","FA","0","0.2","1.6","0","0","0.1","0","0","0","0","0","-","4.5","15","24.3","18","11.9","4.7","75.6"
"205","Jimmy Graham","TE","FA","0.8","9.5","4.5","8.1","7.6","10.4","-","2.1","11.5","1.4","1.3","3.4","5","1.3","3.2","3.4","2.1","4.7","75.6"
"207","Nick Foles","QB","FA","4.1","15.7","-","-","-","-","-","-","-","-","-","-","-","-","9.3","30.9","15.2","15","75.2"
"208","Sammy Watkins","WR","FA","2.1","13.1","13.5","0","7.8","1.7","7.4","22.7","6.4","-","0.4","-","-","-","-","-","-","7.5","75.1"
"209","David Moore","WR","CAR","0","0","0","3.9","15.8","11.2","-","15.7","1.6","1.6","5.7","16.3","0","0","0.9","0.7","1.6","4.7","75"
"210","C.J. Beathard","QB","JAC","-","-","0","17.8","20.7","17.9","6.1","12.5","BYE","-","-","-","-","-","-","-","-","12.5","75"
"211","Josh Adams","RB","FA","0","0","3","0","-0.1","0","1.7","6.7","-","4.7","13.2","16.4","8.5","3.6","8.8","0.1","8.3","4.7","74.9"
"212","William Fuller V","WR","FA","-","17.3","16.1","10.9","1.5","3.3","6.8","18.4","-","-","-","-","-","-","-","-","-","10.6","74.3"
"213","Chris Herndon IV","TE","FA","0","3","-0.1","1.8","0","11.6","10.2","7.6","6.2","3.4","-","5.7","3.1","1.4","5.3","14.2","0.8","4.6","74.2"
"214","Mark Andrews","TE","BAL","3.1","7.7","5.9","1.2","1.6","2","6.8","3.1","5","BYE","1.9","7.4","4.7","0","3.1","14.3","5.4","4.6","73.2"
"215","Marquez Valdes-Scantling","WR","NO","0","0.3","0","3.8","12.8","10.3","-","10.5","10.1","4.4","0.8","0.3","4.8","1.9","1.2","7.5","4.3","4.6","73"
"216","Tre'Quan Smith","WR","FA","0","1.8","0","0","23.1","-","4.4","1.8","8.3","0","21.7","-","0","0","1.5","1.1","9","4.8","72.7"
"216","Kendrick Bourne","WR","NE","0","6.4","2.7","9.4","3.3","2.2","0","7.1","6.6","3.3","BYE","2.7","6","2.2","1.6","7.3","11.9","4.5","72.7"
"218","Willie Snead IV","WR","FA","10.9","5.4","3.9","5.6","5.5","6","3.6","5.4","5.8","-","5.1","0","0.8","6.1","5.8","0","2.5","4.5","72.4"
"219","Robert Foster","WR","FA","0","3","0","0","0","0","-","-","-","10.5","-","15.4","2.7","10.4","16.8","5.2","8.1","5.5","72.1"
"220","Chris Hogan","WR","FA","1.1","16.2","3.1","2.5","3.4","7.8","6.3","4.9","0","0","-","4.7","2","0","12.8","0","6.4","4.5","71.2"
"221","Josh Reynolds","WR","JAC","0","0","0","0","4.9","-0.2","1.9","16","0","0","14","-","1.9","3.6","7","4.4","17.5","4.4","71"
"222","Albert Wilson","WR","FA","3.8","10.5","19.5","2.1","4.3","27","3.6","-","-","-","-","-","-","-","-","-","-","10.1","70.8"
"223","Ito Smith","RB","FA","0","5.4","3.5","10.8","7","8.1","4.5","-","12.4","2.6","2.2","0.7","2.2","7.4","3.9","-","-","5.1","70.7"
"224","Cordarrelle Patterson","RB","PIT","1.9","2.3","1.2","12.5","7.1","1.6","-1.6","3.8","12.8","1.1","-","0.9","5.9","11.1","2","6.9","-","4.6","69.5"
"225","Danny Amendola","WR","FA","2.6","3.2","4.2","2.1","3","5.9","14.4","9.4","4.7","7.2","-","1.3","-","1","3","3.8","2.6","4.6","68.4"
"226","Tampa Bay Buccaneers","DST","TB","7","7","5","-3","BYE","0","7","1","-2","4","3","12","13","4","7","1","2","4.3","68"
"227","Cairo Santos","K","CHI","-","-","-","-","9","11","-","-","-","-","5","10","6","2","6","9","9","7.4","67"
"228","Elijah McGuire","RB","FA","-","-","-","-","-","-","-","-","6.7","5.7","-","2.6","1.5","14.3","11.1","20.5","4.5","8.4","66.9"
"229","Jordan Reed","TE","FA","10.8","3.5","6.5","-","2.1","3.6","4.3","3.8","3.4","5.1","13.1","7.5","2.1","0","-","-","-","5.1","65.8"
"230","Josh Doctson","WR","FA","1.1","3.7","0","-","-","2","4.2","4.9","9.1","10.6","3.2","6.6","5.1","8.4","0","3","3.3","4.3","65.2"
"231","Michael Gallup","WR","FA","0.9","0.5","1.7","4.5","0.6","2.7","14.1","-","5.1","3.4","1","1.9","7.6","2.4","0","11.3","7","4","64.7"
"232","Marquise Goodwin","WR","FA","0","-","8.8","2.8","-","25.1","2.4","11.5","1.3","6.9","-","-","-","2","0.7","2.9","-","5.9","64.4"
"233","Chester Rogers","WR","FA","1.8","1.7","1.4","10.5","6.6","11.5","4","2","-","-0.4","0.9","4.9","0","3.6","1","11.4","3.2","4","64.1"
"234","Marshawn Lynch","RB","FA","10.9","12.8","14.6","15.7","4.1","5.9","-","-","-","-","-","-","-","-","-","-","-","10.7","64"
"235","John Ross","WR","FA","6.3","0.5","1.6","11.2","-","-","0","-","-","9.9","8.7","9.1","1.5","7.1","0.9","7","0.1","4.9","63.9"
"236","Jaylen Samuels","RB","FA","-","-","0","0","0","0","-","1.7","0.2","8.9","0","1.2","8.5","9.2","17.2","12.4","4.2","4.5","63.5"
"237","Cameron Brate","TE","FA","0","0","9.4","8.9","-","7.5","0.3","1.3","1.5","1.4","1.6","8.6","3.6","13.2","0.9","0.8","3.9","3.9","62.9"
"238","C.J. Uzomah","TE","PHI","0.4","4.5","7.9","0.6","4.3","5.4","7.3","0","BYE","2.3","4.1","3.9","3.3","3.7","2.7","10.9","0.6","3.9","61.9"
"239","Rashaad Penny","RB","FA","4.3","3","0.5","4.9","0","7","-","0","2.4","16.8","4.6","0.4","12.5","4.4","-","-","0.6","4.4","61.4"
"240","Giovani Bernard","RB","FA","0.9","4.2","14.6","21.6","-","-","-","-","-","3.6","2.5","2.2","4.6","2","3.2","0","1.5","5.1","60.9"
"241","Chris Conley","WR","SF","1.5","5.7","7.3","1.3","2.1","1.9","0.6","0","2.3","2.2","19.4","-","8.5","1.3","1.9","3.4","0","3.7","59.4"
"242","Corey Clement","RB","FA","2.6","14.5","7.5","-","-","12.9","2.2","0.5","-","0.8","1.5","9.6","7.4","-0.4","-","-","-","5.4","59.1"
"243","Dallas Goedert","TE","PHI","0.4","0","13.3","1.3","1.6","0.7","10.3","9.2","BYE","0","0","3.3","0","10.4","1.2","3","2.7","3.6","57.4"
"244","Theo Riddick","RB","FA","3.5","4.7","3.6","2.7","2.3","-","-","-","3.6","6","3","6","5.8","5.8","5.6","0.5","2.4","4","55.5"
"245","Jesse James","TE","FA","6","19.8","0.7","2.3","2","2.6","-","0.9","5.3","6.8","0","3.5","0.7","2.8","0.9","0","0","3.4","54.3"
"246","Jamison Crowder","WR","WAS","3.2","3.7","10.5","BYE","5.5","-","-","-","-","-","-","-","3.1","14.7","4.6","7.8","0.7","6","53.8"
"247","Gerald Everett","TE","CHI","0","1.7","0.3","1.3","2.4","2.4","-0.5","2.2","6.8","7.5","16.9","-","0.7","2.9","4.6","4.4","0","3.4","53.6"
"248","Greg Olsen","TE","FA","3.3","-","-","-","-","4.8","6.5","11.6","13.6","4","6.9","1.1","1.3","-","-","-","-","5.9","53.1"
"249","Demarcus Robinson","WR","LAR","0","6.3","0","3.1","0","0","1.3","0.1","0.3","3","1.4","BYE","3.8","4.2","6.7","7.7","14.9","3.3","52.8"
"250","San Francisco 49ers","DST","SF","6","4","-2","8","1","2","-3","10","15","1","BYE","1","-1","3","3","8","-4","3.3","52"
"250","Benjamin Watson","TE","FA","4.4","1.9","7.1","2.3","3","-","10.3","0","12.2","0.1","0","2","0","2.4","2.8","0.6","2.9","3.3","52"
"252","Keelan Cole Sr.","WR","FA","5.4","17.6","4","1.5","7","2.1","2.1","-0.2","-","0","0","0","1.6","5.5","0","0","4.5","3.2","51.1"
"253","Vernon Davis","TE","FA","0.9","0.7","7","-","1.5","10.8","0","2.1","6.2","0","0","13.3","1.5","5.1","1.6","-","-","3.6","50.7"
"254","Chris Thompson","RB","FA","18.8","9.3","1.7","-","6.2","-","-","2.2","-","-","-","-","2.1","3.8","1.3","2.8","2.4","5.1","50.6"
"255","Taywan Taylor","WR","FA","0","9.2","3","7.7","1","1.3","0.8","-","2.4","-","-","-","10.4","5.9","1.7","6.4","0.8","3.9","50.6"
"256","Phillip Dorsett II","WR","ATL","12.6","4.4","0","11.5","2.5","0","0.8","0","3","1.8","-","1","0","0","0","1.3","11","3.1","49.9"
"257","Devontae Booker","RB","FA","1.5","1.7","4.4","1.4","5.9","2.9","-0.1","10.1","6.4","-","0.4","0.6","4.2","1.1","1.7","4.2","3.4","3.1","49.8"
"258","Josh Johnson","QB","BAL","-","-","-","-","-","-","-","-","-","BYE","-","-","-","24.3","14.9","8.3","2","12.4","49.6"
"259","Blake Jarwin","TE","FA","0","0","0","0","1.1","0","1.6","-","1.5","0","0","2.5","1.2","5.6","4.5","0.8","29.9","3","48.7"
"260","Dontrelle Inman","WR","FA","-","-","-","-","-","-","0","5.2","-","4.1","9.4","4","1.4","-","0","10.6","13.7","5.4","48.4"
"261","Randall Cobb","WR","FA","20.2","3","0.2","-","-","-","-","4","2.4","-","-","-","2.5","10.3","3","-","2.7","5.4","48.3"
"262","Jimmy Garoppolo","QB","LAR","9","16.6","22.3","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","16","48"
"263","Ty Montgomery II","RB","FA","2.8","4","6.5","7.4","3.8","8.2","-","-1.2","-","-","0.5","6.4","5.5","0.2","-","0","2.2","3.6","46.3"
"264","Breshad Perriman","WR","FA","-","-","-","-","-","-","0.6","0","4.5","3.3","-","-0.6","2.6","8.1","9.1","7.6","11","4.6","46.2"
"265","Justin Jackson","RB","FA","-","-","-","0","0","1.2","1.4","-","0","0","0","5.7","14.2","3.5","14.5","4.6","1","3.5","46.1"
"266","Jordan Thomas","TE","FA","2.7","0","5.3","0","1.1","0","0","14.9","6.7","-","1.1","0.6","9.2","3.1","0.2","0","0.6","2.8","45.5"
"267","Ian Thomas","TE","CAR","0.4","1","2","BYE","3.8","0","0","1.5","0","0","0","0","4.6","7.7","1.4","10.8","12.1","2.8","45.3"
"268","Tajae Sharpe","WR","FA","1.7","1.4","1.6","8.7","3","3.3","10.1","-","0","0","9.7","0","5.1","0","0.6","0","0","2.8","45.2"
"269","Nick Vannett","TE","TEN","1.1","2.3","2.7","0.6","4.3","-","-","1.6","11.2","6.8","1.7","2.2","0.4","1.2","0","7.1","1.7","3","44.9"
"270","Jordan Wilkins","RB","FA","6.1","6.4","2","1.6","2.8","0","5.4","1.4","-","5.3","9","1.2","0","0","0.6","0","2.3","2.8","44.1"
"271","Jonnu Smith","TE","MIA","1.2","0","0.9","0","0","1.2","1.1","-","9.3","10.5","4.4","12.3","2.9","0","-","-","-","3.4","43.8"
"272","Chase Edmonds","RB","TB","4.8","2","1","0.1","-0.1","0.4","2.1","2.1","-","0.7","1.7","0","18.6","1.4","4.4","2.1","1.8","2.7","43.1"
"273","Geronimo Allison","WR","FA","12.9","6.4","13.6","8","-","-","-","1.4","-","-","-","-","-","-","-","-","-","8.5","42.3"
"274","Jordan Matthews","TE","CAR","-","-","2.1","11.6","0.4","2.6","0","9.3","-","4","3.7","0","6.4","0.6","0","1.3","0","3","42"
