"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"32","Trevor Siemian","QB","FA","9.1","11.3","29","6.7","-","13.3","10.2","6.8","15.3","14.8","-","29","-","17.4","9.7","5.3","13.7","13.7","191.7"
"33","Ryan Tannehill","QB","FA","15.1","23","19","7.6","3.6","10.4","16.3","-","9.7","19.2","14.8","26.8","7","17.8","-","-","-","14.6","190.2"
"34","Jay Ajayi","RB","FA","-","2.5","8.8","4.6","10.2","32.7","27.6","-","19","8","8.4","11.6","8.7","6.3","5.1","26.9","7.9","12.6","188.3"
"35","T.Y. Hilton","WR","FA","7.9","4.1","23.4","10.2","23.1","4.9","19.3","2","8.2","-","15.7","5.4","14.6","17.5","4.5","12.5","9.5","11.4","182.8"
"36","Julio Jones","WR","FA","12.6","16.6","1.6","36","2.9","19.9","17.4","2.9","17.1","13.5","-","3.5","11.3","-","-","6","15.6","12.6","176.9"
"37","Latavius Murray","RB","FA","13.2","16.1","9.8","2.4","-","-","18.3","7.1","30.7","-","9.2","14.8","22.5","16.3","7.2","5.1","2.5","12.5","175.2"
"38","Justin Tucker","K","BAL","9","15","17","8","4","11","14","BYE","9","9","6","19","10","13","12","15","4","10.9","175"
"39","Davante Adams","WR","NYJ","11","0.6","8.3","-","14.5","3.4","25.2","7.4","10.1","15.6","4.2","23.3","1.7","16.4","2.5","10.4","17.1","10.7","171.7"
"40","Brandin Cooks","WR","DAL","27.4","6.8","1.9","3.1","-","23.5","11.8","10.4","6.6","15.8","4.9","0","7.7","6.1","30.6","9.8","1.9","10.5","168.3"
"41","Carlos Hyde","RB","FA","21.3","3.2","24.5","13.9","17.4","5.2","-","-","-","1.4","11","15.5","9.8","26","5.7","10.2","-","12.7","165.1"
"42","Michael Thomas","WR","FA","5.8","5.6","13.1","10.4","-","13.8","13","6.3","19.3","0","6.8","22.8","4.2","-","11.2","9.8","21.6","10.9","163.7"
"43","Tevin Coleman","RB","FA","11.7","13.1","26.9","3.3","22.3","1.7","13.4","-","-","-","-","7.3","4.9","17.5","6.6","19.5","11.9","12.3","160.1"
"43","Lamar Miller","RB","FA","11.7","9.7","10.7","10.8","2.4","29.8","6.7","12.3","-","8.3","17.3","5.5","1.8","18.2","14.9","-","-","11.4","160.1"
"45","Denver Broncos","DST","DEN","6","22","9","15","4","6","9","21","1","12","BYE","5","17","6","3","1","15","9.5","152"
"46","Dustin Hopkins","K","CLE","11","11","19","8","4","11","5","10","-","16","6","8","14","3","10","11","4","9.4","151"
"47","Michael Crabtree","WR","FA","10.7","9.1","10.2","26.8","10.7","1","15.6","10.8","2.7","-","0.5","11","13.4","2.1","12","9","4.7","9.4","150.3"
"48","Amari Cooper","WR","BUF","15.7","7.1","6.2","4.8","21.8","12.9","2.9","23.3","5.6","BYE","11.7","2.2","11.9","2.9","2.8","7.6","9.9","9.3","149.3"
"49","Adam Vinatieri","K","FA","12","11","8","12","23","12","10","2","7","-","7","1","13","5","13","6","7","9.3","149"
"50","Matt Prater","K","ARI","8","8","12","8","6","7","9","8","15","-","9","12","18","10","7","3","8","9.3","148"
"50","Kansas City Chiefs","DST","KC","1","7","35","-2","BYE","10","11","11","11","13","4","9","11","5","8","10","4","9.3","148"
"52","Tyrell Williams","WR","FA","7.1","12.1","6.9","4","17.7","2.8","14","0.4","12.5","18.5","-","13","10.7","6.8","2","12.4","7","9.2","147.9"
"53","Wil Lutz","K","DEN","11","8","8","5","-","13","3","16","12","5","8","7","8","10","12","12","9","9.2","147"
"54","Arizona Cardinals","DST","ARI","6","23","8","5","15","12","8","3","BYE","6","5","1","6","7","7","8","26","9.1","146"
"55","New York Giants","DST","NYG","1","13","3","0","4","2","21","BYE","7","6","7","23","6","13","12","3","20","8.8","141"
"55","Graham Gano","K","NYG","9","18","5","7","2","7","-","15","7","6","13","2","1","17","15","11","6","8.8","141"
"57","Stephen Gostkowski","K","FA","14","7","9","0","7","10","3","13","-","6","6","11","17","4","12","11","10","8.8","140"
"57","Dan Bailey","K","FA","17","9","8","6","4","13","-","12","5","14","9","8","5","1","15","6","8","8.8","140"
"59","Cairo Santos","K","CHI","10","15","6","2","-","9","10","13","15","13","5","8","3","3","5","9","13","8.7","139"
"59","Minnesota Vikings","DST","MIN","21","12","20","8","10","BYE","8","2","3","3","14","3","8","6","-1","0","22","8.7","139"
"61","Stephen Hauschka","K","FA","6","3","13","11","-","10","7","9","8","14","8","4","16","4","7","5","13","8.6","138"
"61","Tyreek Hill","WR","MIA","6.9","0.7","2.3","8.2","-","2","12.1","16.5","3.2","10.1","6.1","17.5","7.2","10.8","12.8","15.5","6.1","8.6","138"
"61","Travis Kelce","TE","KC","7.4","3.4","14.9","8.3","BYE","3.2","2.4","16.1","5.8","5.1","10.3","10.1","14","10.1","4.1","22","0.8","8.6","138"
"64","Jarvis Landry","WR","FA","5.9","11.5","19.6","6.1","3","9.1","9.8","-","3.3","5.3","8.8","4.7","8.6","8.3","16.8","2.9","13.6","8.6","137.3"
"65","Jason Myers","K","SEA","13","2","6","14","BYE","5","11","2","2","10","9","3","5","13","10","19","10","8.4","134"
"66","Emmanuel Sanders","WR","FA","4.9","3.9","23.7","14.8","8","4","8.6","6.8","4.7","5.4","-","22.2","3.2","16","4.8","2.6","0","8.4","133.6"
"67","Ryan Fitzpatrick","QB","FA","15.1","21.1","-2.3","8.9","15.1","5.2","8.7","14.4","10.4","-","-","16.9","1.5","-","0.3","1.7","16.4","9.5","133.4"
"68","Tampa Bay Buccaneers","DST","TB","3","0","10","4","9","BYE","11","3","0","24","5","19","12","11","5","1","16","8.3","133"
"69","Brandon McManus","K","GB","3","15","5","9","12","8","9","9","11","13","-","10","9","4","3","6.6","6","8.3","132.6"
"70","Julian Edelman","WR","FA","8.2","7.6","5.2","1.7","3.5","3.8","4","9.7","-","7.9","14.9","8.3","10.1","7.3","7.5","8.9","23.7","8.3","132.3"
"71","Golden Tate","WR","FA","4.3","1.3","3.2","2.1","4.5","22.8","9.3","4.2","14","-","0.1","7.7","20.5","5.7","12.2","5.8","14.4","8.3","132.1"
"72","Mason Crosby","K","FA","9","2","11","-","12","11","9","6","8","7","6","9","3","8","12","9","7","8.1","129"
"73","Philadelphia Eagles","DST","PHI","11","10","16","BYE","6","8","18","3","4","5","2","0","3","10","7","13","12","8","128"
"74","Greg Olsen","TE","FA","7.3","18.2","6.4","15.6","18.1","9.4","-","1.1","11.2","3.9","3.3","4.5","3","8.7","8.5","5.9","2.2","8","127.3"
"75","Kenny Stills","WR","FA","1.6","9.9","7.6","13.4","0","1.2","16","-","1.1","10.7","3.3","13.2","2.1","15.7","11.2","9.5","10.1","7.9","126.6"
"76","Allen Robinson II","WR","DET","7.2","5.4","17.7","11.5","-","4.9","0.9","7","13.6","18.7","7.8","2.4","3.1","1.7","1.5","14.7","8.2","7.9","126.3"
"77","Adam Thielen","WR","CAR","5.4","4.1","2.9","2.1","18.7","-","5.2","4","6.8","9.2","12.5","5.3","6.6","10.1","0","32.6","0.7","7.9","126.2"
"78","Kyle Rudolph","TE","FA","6.5","9.1","13","11.5","1.5","-","5.5","3.1","6.1","12.9","1.2","6.4","4.5","12","9.7","5.3","17.7","7.9","126"
"78","Josh Lambo","K","FA","9","8","11","11","7","13","17","1","13","7","-","3","3","4","4","6","9","7.9","126"
"78","New England Patriots","DST","NE","3","8","18","3","10","5","3","2","BYE","3","6","7","12","7","17","17","5","7.9","126"
"81","Jamison Crowder","WR","WAS","5.8","9.9","13.8","2.1","3.5","10.3","10.8","16.7","BYE","10.4","16.2","8.8","10.2","3.7","0.4","0.3","1.6","7.8","124.5"
"82","DeSean Jackson","WR","FA","10.2","4","15.6","0.5","3.5","5.5","3.5","4.8","-","-","11.1","17.8","5.9","16.2","11.1","11.4","3.4","8.3","124.5"
"83","Jimmy Graham","TE","FA","1.1","4.2","14","11.3","-","8.9","5.3","3.4","22.3","4.8","10.6","4.7","12.3","1.6","3.1","10.3","6.4","7.8","124.3"
"84","Carolina Panthers","DST","CAR","8","14","2","7","3","-1","BYE","19","10","6","9","4","1","18","8","4","12","7.8","124"
"85","Baltimore Ravens","DST","BAL","6","11","12","1","6","7","16","BYE","12","14","1","8","15","6","3","3","1","7.6","122"
"86","A.J. Green","WR","FA","24","3.8","7.7","23.3","5","8.8","22.9","12.1","-","12.8","0","-","-","-","-","-","-","12","120.4"
"87","Willie Snead IV","WR","FA","23.2","11.4","-","2.3","-","4.7","8.7","5.6","3.6","16.7","3.3","9.8","3.8","8.5","7.6","2.1","8.2","8","119.5"
"88","Sterling Shepard","WR","TB","10.3","11.7","13.3","3","1.4","2.5","3.2","-","11","10.2","11","2.2","8.1","3.9","11.6","12.3","3.7","7.5","119.4"
"89","DeAndre Hopkins","WR","KC","11.4","17.3","5.6","0.4","11.6","7.1","3.6","4.4","-","4.8","5.8","7","11.8","3.3","8.7","4.3","12.3","7.5","119.4"
"90","Los Angeles Chargers","DST","LAC","4","9","12","2","4","12","5","13","14","3","-","13","3","3","7","10","5","7.4","119"
"90","Ryan Succop","K","FA","4","5","4","9","7","4","10","12","5","13","6","9","-","10","9","6","6","7.4","119"
"92","Marvin Jones Jr.","WR","FA","8.5","11.8","32.5","7.4","9.7","7.3","9.4","3.3","0.5","-","1.5","5.4","-","6.7","4.1","1.6","7.6","7.8","117.3"
"93","Seattle Seahawks","DST","SEA","10","7","3","11","BYE","8","13","10","7","6","7","7","8","-3","11","2","9","7.3","116"
"94","Cameron Brate","TE","FA","3","1.6","16.6","6.7","3.8","-","2.9","8.2","10.3","14.4","1.8","4.9","14.6","4.7","13.3","7.2","-","7.6","114"
"95","Cole Beasley","WR","FA","6.5","7.5","7.3","7.3","11.3","17.8","-","5.3","11.6","3.3","11.9","5.6","2.3","4.1","4.8","2.5","4.9","7.1","114"
"96","Nick Folk","K","TEN","11","13","3","5","8","3","6","7","11","0","-","7","4","11","8","3","12","7","112"
"97","Devontae Booker","RB","FA","-1.2","5.1","2.5","3","5.9","5.3","14.7","12.4","3","8.8","-","10.1","9.7","1.1","3.3","5.1","22.9","7","111.7"
"98","Case Keenum","QB","HOU","2.2","10.1","13.7","18","6.8","29.5","7.9","-","13.8","7.7","-","-","-","-","1.3","-","-","11.1","111.1"
"99","Atlanta Falcons","DST","ATL","1","0","11","11","9","2","13","2","5","4","BYE","5","4","26","8","7","3","6.9","111"
"100","Chris Boswell","K","PIT","9","7","4","5","8","1","12","BYE","2","6","10","4","-","9","23","7","3","7.3","110"
"101","Stefon Diggs","WR","HOU","10.2","24.2","4","4.6","-","-","1.8","13.6","9.2","16.4","3.7","-","5.9","5.5","1.3","8.9","-","8.4","109.3"
"102","Theo Riddick","RB","FA","22.8","6.5","4.8","5.8","20.2","-","-","19.3","7.6","-","8.3","5.8","7.7","-","-","-","-","10.9","108.8"
"103","Pittsburgh Steelers","DST","PIT","5","6","-1","9","7","0","4","BYE","6","0","22","11","9","8","4","4","12","6.6","106"
"104","Zach Ertz","TE","WAS","5.8","-","-","-","3.7","2.2","1.4","1.9","9.7","5.5","9.5","3.6","13.9","11.2","8","3.3","25.9","7.5","105.6"
"105","Jerick McKinnon","RB","FA","0.9","0.1","6.7","15.5","4.6","-","4.8","-","0.8","3.3","4.1","7.6","11.5","6.9","7.1","8.5","23","7","105.4"
"106","J.J. Nelson","WR","FA","1.1","-","0","2.4","0","3.9","8.8","19.9","-","0.9","0","3","10.2","18.4","9.8","19.2","7.5","7","105.1"
"107","Taylor Gabriel","WR","FA","-","1.9","3.3","4.9","0","0.6","-","12.8","13.6","13.6","-","22.2","4.4","14.2","12","1.5","-","8.1","105"
"107","Dontrelle Inman","WR","FA","0.6","0.7","3.2","18","0.3","1.1","5.8","7.2","5.6","4.3","-","17.9","10.9","13.1","6.8","4.4","5.1","6.6","105"
"109","Miami Dolphins","DST","MIA","12","3","7","1","0","7","4","BYE","7","17","7","6","0","14","22","1","-4","6.5","104"
"110","Buffalo Bills","DST","BUF","10","5","22","15","17","6","0","1","4","BYE","9","2","-4","6","9","1","0","6.4","103"
"111","Jordan Reed","TE","FA","6.4","7","5.6","19.3","5.3","-","-","15.9","-","4.1","7.9","21.5","-","1","0.6","-","8","8.6","102.6"
"112","James White","RB","FA","4.4","2.9","1.4","6.2","8.9","18.6","9.2","2.9","-","3.7","12.3","2.2","3.5","8.4","3.5","10.6","3","6.4","101.7"
"113","Green Bay Packers","DST","GB","5","7","5","BYE","7","5","12","1","5","-3","-2","10","8","19","9","8","4","6.3","100"
"114","Chris Thompson","RB","FA","9.9","5.8","1.6","10","4.5","6.6","11.3","4.1","-","1.6","1.9","3.4","4.5","9.8","3.6","15.7","4.2","6.2","98.5"
"115","Jordan Matthews","TE","CAR","17.4","7.1","7.9","-","6.5","7.5","1","12.5","8.8","7.3","5.9","4.7","-","7.9","2.7","1.2","-","7","98.4"
"115","DeVante Parker","WR","FA","-","10.6","11.1","2","7","2.8","2","-","0.8","10.3","13.9","6.4","9.4","1.4","1.7","14.5","4.5","6.6","98.4"
"117","Mike Nugent","K","FA","12","10","5","19","2","5","7","3","-","8","0","6","14","6","-","-","-","7.5","97"
"118","Ty Montgomery II","RB","FA","0","0","-0.1","-","0.1","8.4","12.6","-","9.1","2","4.4","1.4","5.6","14.6","28.3","4","6.1","6.4","96.5"
"119","Alshon Jeffery","WR","FA","10.5","9.6","7","4.6","7.7","9.3","3.3","12.3","-","4.7","-","-","-","-","14.9","9.2","1","7.8","94.1"
"120","Las Vegas Raiders","DST","LV","2","-1","11","4","9","1","8","2","7","-","7","12","8","7","9","6","2","5.9","94"
"121","Hunter Henry","TE","NE","2","0","5.2","12.1","13.4","14.3","1.6","1.4","BYE","7.1","-","8","1.4","7.3","9.7","0","10.3","6.3","93.8"
"122","Derrick Henry","RB","BAL","4.4","4.9","4.5","0.9","5.4","2.7","0.3","15.7","-","3.1","0","12","-","4.7","17.8","3.5","12.8","6.2","92.7"
"123","Tennessee Titans","DST","TEN","4","7","4","5","11","6","1","4","0","11","4","4","BYE","11","4","3","13","5.8","92"
"123","Cincinnati Bengals","DST","CIN","4","5","4","13","2","-1","7","3","BYE","5","5","7","8","9","1","9","11","5.8","92"
"125","Duke Johnson Jr.","RB","FA","5","5.6","8.1","5.6","2.2","13.4","3.3","11.6","4.6","3.1","5.6","4","-","4.5","9.3","4.9","0.4","5.7","91.2"
"126","Dallas Cowboys","DST","DAL","5","4","6","4","5","10","BYE","5","8","0","2","0","6","13","13","8","2","5.7","91"
"126","Los Angeles Rams","DST","LAR","1","11","12","17","3","0","6","BYE","9","10","7","0","0","1","4","8","2","5.7","91"
"128","Chris Hogan","WR","FA","12","5.9","0.3","0","11.6","3.9","0.5","15.1","-","0","-","7","8.3","19.6","1.8","2.2","2.7","6.1","90.9"
"129","Mohamed Sanu Sr.","WR","FA","16","1.9","3.1","2.2","2.3","10.7","1.6","14.4","7.4","1.4","-","7","2.6","-","4.4","5.6","9.2","6","89.8"
"130","Cody Parkey","K","FA","-","-","12","11","1","9","5","9","4","1","3","7","-","4","8","9","6","6.4","89"
"130","Houston Texans","DST","HOU","8","14","1","4","1","5","0","5","BYE","12","2","3","3","8","7","9","7","5.6","89"
"132","Tavon Austin","WR","FA","1.5","5.6","16.4","0.8","8.5","2.6","12.7","-","1.8","2.9","2.9","11.5","-","8.9","2.7","10","0","5.9","88.8"
"133","Randall Cobb","WR","FA","6.8","4.3","3.3","-","10.8","11.3","17.6","-","7.4","3.1","8.4","4.1","7.9","3.3","0","-","-","6.8","88.3"
"134","T.J. Yeldon","RB","FA","12.9","3.8","2.8","11.7","-","2.6","2.8","5.6","10.5","5.9","3.2","2","8.2","9","6.2","0.5","-","5.8","87.7"
"135","Greg Zuerlein","K","NYJ","0","10","9","5","15","4","4","-","4","9","5","3","5","2","3","3","6","5.4","87"
"136","Jalen Richard","RB","FA","15.5","2.7","4.1","2","9.7","1.2","0.1","3.7","7.2","-","11.2","2.3","5.3","2.9","4.9","13.9","-0.2","5.4","86.5"
"137","Jack Doyle","TE","FA","15.5","3.7","6.5","0.6","0.8","11.3","13.8","3.6","6.1","-","0.7","2.5","1","5.5","3.2","4.6","7","5.4","86.4"
"138","Washington Commanders","DST","WAS","-1","6","8","8","7","6","4","7","BYE","6","6","0","1","9","2","12","5","5.4","86"
"139","Travis Benjamin","WR","FA","3.2","23.4","6.2","2.8","11.7","-0.3","5.4","10.4","0.5","-","-","0.8","2.4","-0.2","11.6","7.5","-","6.1","85.4"
"140","Giovani Bernard","RB","FA","3","15.7","4.4","4.2","9.6","9.4","14.7","12.6","-","3.6","6.1","-","-","-","-","-","-","8.3","83.3"
"141","Jason Witten","TE","FA","6.6","5.1","2.5","4.7","4.3","4.2","-","7.6","19.4","5.9","3.7","3.3","0","2.6","3.1","9.3","1","5.2","83.3"
"142","Eric Ebron","TE","FA","10.6","5.3","6.9","4.2","-","-","-","7.9","9.2","-","13.1","0","3.8","3.2","3.6","9.3","6.1","6.4","83.2"
"143","Tyler Lockett","WR","SEA","1.7","9.9","0","1.3","BYE","2.5","1.3","3.2","3","7.2","3.9","0.9","19.8","5.6","19","3.8","-","5.5","83.1"
"144","Indianapolis Colts","DST","IND","-3","3","10","2","2","3","11","2","5","BYE","6","-1","11","4","18","1","7","5.1","81"
"145","Brian Hoyer","QB","FA","-","3.1","18.9","19.8","23.8","12.1","2","-","-","-","-","-","-","-","-","-","-","13.3","79.6"
"146","Adam Humphries","WR","FA","4.1","6.7","10","0.4","3.1","-","2.3","5.8","10.6","4.8","4.7","2.1","1.9","-","10.9","1.2","9.4","5.2","78"
"146","Chicago Bears","DST","CHI","4","1","1","7","4","7","11","9","BYE","5","0","0","15","14","3","-4","1","4.9","78"
"148","William Fuller V","WR","FA","16.7","10.4","3.1","14.1","0.4","-","2.2","2.3","-","-","1.7","6","5.9","2.2","3.9","3.9","2.4","5.4","75.2"
"149","Detroit Lions","DST","DET","0","8","1","3","7","2","7","6","4","BYE","13","6","11","5","3","-3","0","4.6","73"
"150","Robbie Chosen","WR","FA","0","0","3.4","1.2","1","2.4","7.1","3.1","4.9","6.9","-","1.4","12.1","11.1","14","0","4.3","4.6","72.9"
"151","Blaine Gabbert","QB","FA","13.5","20.7","5","12.5","19.5","-","-","-","-","-","-","-","1.5","-","-","-","-","12.1","72.7"
"152","Donte Moncrief","WR","FA","12.4","0.9","-","-","-","-","-","10","11.5","-","9.7","10.5","8.6","0","-","9","-","8.1","72.6"
"153","Rob Gronkowski","TE","FA","-","-","0","1.1","10.9","22.2","15.3","16.9","-","5.6","-","0","-","-","-","-","-","9","72"
"154","Matt Barkley","QB","FA","-","-","-","-","-","-","-0.9","-","-","-","-","20.6","8","12.5","14.5","10.9","5.2","10.1","70.8"
"155","Damien Williams","RB","FA","3.8","-","8.5","1.5","7","7.7","7.6","-","4.9","14","0","1.8","0.9","6.8","0","5.1","0.8","4.7","70.4"
"156","Vernon Davis","TE","FA","2","5.1","0","0.8","1.5","11","7.9","9.3","-","12.6","0","6.8","4.7","0.1","2.3","1.3","4.9","4.4","70.3"
"157","Tyler Boyd","WR","TEN","2.4","5.8","1.8","1","3.3","7.9","0.3","4.1","-","1.2","11.4","6.2","6.6","8.9","1.3","2.5","5.4","4.4","70.1"
"158","Tyler Eifert","TE","FA","-","-","-","-","-","-","0.9","16.2","-","9.6","3.7","12.8","8.5","16.8","0.9","-","-","8.7","69.4"
"159","DeAndre Washington","RB","FA","2.4","5.2","6.2","2.6","5.2","4.9","2.2","3.2","3.5","-","0","-","-","0","3.4","23.7","5.7","4.9","68.2"
"160","Breshad Perriman","WR","FA","3.5","3.2","2.4","2.4","1.1","4.8","1.1","-","3.3","12.4","0","7.4","11.9","5.2","0","3.2","6.2","4.3","68.1"
"161","Robert Woods","WR","HOU","2","1","5.1","8.9","2.6","11","-","5","16.2","-","4.1","-","-","2.9","0.5","4.3","4.3","5.2","67.9"
"162","Robert Griffin III","QB","FA","9.3","-","-","-","-","-","-","-","-","-","-","-","-","11.3","18.6","10.8","16.5","13.3","66.4"
"163","Phillip Dorsett II","WR","ATL","9.4","3","2.7","12.7","2.6","1.2","-","3.3","2.8","-","5","3.1","0.7","1.9","11","0.8","5.6","4.4","65.8"
"164","Allen Hurns","WR","FA","7.5","6.4","4","10.7","-","7.4","4.5","15.8","0","1.3","0.9","7.2","-","-","-","-","-","6","65.7"
"165","John Brown","WR","FA","0.8","1.4","7","14.4","1.1","5.4","-","10.9","-","4","0","1.9","0","0","14.1","1.2","2.5","4.3","64.7"
"166","Tajae Sharpe","WR","FA","7.6","3.3","4.8","1.5","1.7","0.1","5.9","1.1","5.8","12.8","12.8","1.1","-","0","1","4.8","0","4","64.3"
"167","Jacksonville Jaguars","DST","JAC","1","1","9","8","BYE","2","-1","-4","3","2","9","4","3","2","4","12","9","4","64"
"168","Devin Funchess","WR","FA","0.9","7.9","0","5.6","0","10.8","-","3.8","2.8","11.6","3.2","1.9","4.4","9.3","0","0.9","-","4.2","63.1"
"169","Vance McDonald","TE","FA","7.4","13.5","0.4","-","-","2.5","2.4","-","14.4","5","10.6","6","0.9","0","-","-","-","5.7","63.1"
"170","San Francisco 49ers","DST","SF","16","6","2","2","0","3","3","BYE","-3","10","0","1","3","8","-1","8","5","3.9","63"
"171","Paul Perkins","RB","FA","-","-","0","8","2.2","2.6","1.6","-","4.7","3.1","3.5","4.3","3.8","4.5","5.6","7.7","10.2","4.4","61.8"
"172","Cordarrelle Patterson","RB","PIT","1.4","-0.2","0.8","4","10.6","-","12.7","3.6","4.5","1.7","5.3","3.7","1.6","1.8","4.9","1.3","3.9","3.9","61.6"
"173","Marquise Goodwin","WR","FA","0","17.2","0.6","1.2","7.3","2.2","15.3","-","4.3","-","1.5","1.3","3.5","0","4.3","1.6","0.8","4.1","61.1"
"174","Corey Coleman","WR","FA","6.9","22.4","-","-","-","-","-","-","4.1","1.7","3.9","9.8","-","2.7","2.4","1.5","4.9","6","60.3"
"175","Rex Burkhead","RB","FA","0","0","0","0","0","1.6","3.3","0","-","0","1.4","4.8","4.6","5.1","5","6.7","26.4","3.7","58.9"
"176","New Orleans Saints","DST","NO","-4","12","-2","8","BYE","2","0","4","9","10","2","7","1","5","1","6","-3","3.6","58"
